ts,strategy,coin,action,direction,entry_price
2026-06-13T16:07:28.351459+00:00,CANDLE_PIERCING_LONG,H,CLOSE,TP,0.26551,0.27784,1,6.725839328085544,4.643892885390363
2026-06-13T16:07:28.353397+00:00,CANDLE_THREE_SOLDIERS,JCT,CLOSE,SL,0.007042,0.006591,1,-9.846645839250213,-6.404430559500142
2026-06-13T16:07:28.354642+00:00,CANDLE_THREE_SOLDIERS,DEXE,CLOSE,SL,18.05,17.13,1,-7.885429362880901,-5.096952908587267
2026-06-13T16:07:28.750866+00:00,CANDLE_DARK_CLOUD_SHORT,PIPPIN,CLOSE,SL,0.0173,0.01834,-1,-9.25734104046242,-6.011560693641614
2026-06-13T16:07:28.753071+00:00,CANDLE_BEAR_MARUBOZU,PIPPIN,CLOSE,SL,0.01732,0.01834,-1,-9.073718244803697,-5.889145496535797
2026-06-13T16:07:28.754643+00:00,CANDLE_BEAR_ENGULF,IP,CLOSE,SL,0.2891,0.3053,-1,-8.645396056727773,-5.603597371151848
2026-06-13T16:07:29.555139+00:00,BB_TIGHT,GTC,CLOSE,TP,0.07853,0.07802,-1,0.9788666751559826,0.6494333375779913
2026-06-13T16:07:29.952640+00:00,BB_TIGHT,AIN,CLOSE,TP,0.09686,0.09795,1,1.9306710716497912,1.1253355358248955
2026-06-13T16:07:29.954526+00:00,ZSCORE_TIGHT,CELO,CLOSE,TP,0.06187,0.06154,-1,0.5600646516890349,0.5333764344593566
2026-06-13T16:07:30.252718+00:00,VWAP_TIGHT,CELO,CLOSE,TP,0.06187,0.06154,-1,0.5600646516890349,0.5333764344593566
2026-06-13T16:07:30.254526+00:00,VWAP_TIGHT,AIOT,CLOSE,TP,0.07488,0.07379,-1,1.943493589743605,1.4556623931624033
2026-06-13T16:07:31.152582+00:00,VWAP_TIGHT,M,OPEN,1,2.9388,0.0,0.0,0,-0.003952569169960474,126.0,127.0
2026-06-13T16:07:31.154538+00:00,VWAP_TIGHT,FOLKS,CLOSE,TP,1.806,1.832,1,1.919468438538208,1.4396456256921386
2026-06-13T16:07:32.753185+00:00,VWAP_WIDE,AIN,OPEN,1,0.09795,0.0,0.0,0,0.07824255191092386,3583.0,3063.0
2026-06-13T16:07:32.755371+00:00,MEAN_REVERT_WIDE,AIA,CLOSE,SL,0.05914,0.06536,-1,-21.354832600608738,-10.517416300304369
2026-06-13T16:07:34.751531+00:00,MACD_CROSS,COLLECT,OPEN,-1,0.05187,0.0,0.0,0,-0.6217144366662264,2864.0,12278.0
2026-06-13T16:17:15.454570+00:00,VWAP_REVERT,FOLKS,OPEN,1,1.821,0.0,0.0,0,0.25082588327516375,3350.8999999999996,2007.0
2026-06-13T16:17:17.551603+00:00,CANDLE_THREE_SOLDIERS,AIOT,OPEN,1,0.07411,0.0,0.0,0,0.5439735347356595,12368.0,3653.0
2026-06-13T16:17:18.852453+00:00,CANDLE_THREE_CROWS_SHORT,PIPPIN,OPEN,-1,0.01804,0.0,0.0,0,0.15056020975977757,843394.0,622664.0
2026-06-13T16:17:19.852094+00:00,VWAP_TIGHT,AIOT,OPEN,-1,0.07411,0.0,0.0,0,0.5474048442906574,12298.0,3597.0
2026-06-13T16:17:21.051741+00:00,VWAP_TIGHT,FOLKS,OPEN,1,1.821,0.0,0.0,0,0.20273273820368012,3300.9,2188.1
2026-06-13T16:17:21.652168+00:00,MEAN_REVERT_WIDE,AIA,OPEN,-1,0.0657,0.0,0.0,0,-0.2903650981942797,5384.0,9790.0
2026-06-13T16:17:22.953218+00:00,MACD_CROSS,BSB,OPEN,-1,0.24297,0.0,0.0,0,0.6617842876165113,624.0,127.0
2026-06-13T16:17:24.151993+00:00,STOCHASTIC_EXTREME,BEAT,OPEN,1,7.3826,0.0,0.0,0,-0.26717557251908397,48.0,83.0
2026-06-13T16:25:33.051448+00:00,WICKS_SHORT_UPPER,PIPPIN,OPEN,-1,0.01801,0.0,0.0,0,-0.2030676258416961,318604.0,480972.0
2026-06-13T16:25:35.551438+00:00,RSI_EXTREME,BAS,OPEN,-1,0.032393,0.0,0.0,0,-0.1356114005516396,5641.0,7411.0
2026-06-13T16:25:36.354356+00:00,BB_PURE_REVERT,BAS,OPEN,-1,0.032393,0.0,0.0,0,-0.13359273670557717,6346.0,8303.0
2026-06-13T16:25:37.754024+00:00,CANDLE_PIERCING_LONG,BLUAI,OPEN,1,0.012895,0.0,0.0,0,0.134304466143749,10629.0,8112.0
2026-06-13T16:25:38.652098+00:00,CANDLE_THREE_SOLDIERS,BAS,OPEN,1,0.032393,0.0,0.0,0,-0.9181357171497984,8677.0,203308.0
2026-06-13T16:25:39.557045+00:00,CANDLE_EVENING_STAR_SHORT,MEGA,OPEN,-1,0.05574,0.0,0.0,0,-0.2801191319559906,24896.0,44271.0
2026-06-13T16:25:41.354305+00:00,ZSCORE_TIGHT,1000SATS,CLOSE,TP,9.79e-06,9.72e-06,-1,0.832522982635332,0.715015321756888
2026-06-13T16:25:41.454392+00:00,MA_CROSS_FAST,BAS,CLOSE,TP,0.031913,0.032393,1,2.6881784852568003,1.5040892426284
2026-06-13T16:25:41.456920+00:00,VWAP_TIGHT,1000SATS,CLOSE,TP,9.79e-06,9.72e-06,-1,0.832522982635332,0.715015321756888
2026-06-13T16:25:42.351404+00:00,VWAP_TIGHT,AIOT,CLOSE,TP,0.07411,0.07343,-1,1.1363324787478075,0.9175549858318717
2026-06-13T16:25:42.353203+00:00,MEAN_REVERT_WIDE,AIA,CLOSE,TP,0.0657,0.06258,-1,9.177716894977163,4.7488584474885815
2026-06-13T16:25:44.954755+00:00,HEIKIN_ASHI_TREND,AIN,OPEN,1,0.09803,0.0,0.0,0,-0.5097234611953613,1374.0,4231.0
2026-06-13T16:35:48.556284+00:00,CANDLE_BULL_ENGULF_LONG,GUA,OPEN,1,0.6035,0.0,0.0,0,0.06276150627615062,762.0,672.0
2026-06-13T16:35:50.052220+00:00,CANDLE_BULL_ENGULF_LONG,PLAY,OPEN,1,0.03396,0.0,0.0,0,0.033223251544772375,54595.0,51084.0
2026-06-13T16:35:51.452009+00:00,VOL_SPIKE_FADE,DYDX,OPEN,-1,0.1239,0.0,0.0,0,0.1509614490899448,242088.8,178583.5
2026-06-13T16:35:52.854226+00:00,VOL_SPIKE_FADE,BAS,OPEN,1,0.032299,0.0,0.0,0,0.6365460235936121,20393.0,4529.0
2026-06-13T16:35:53.552304+00:00,VWAP_REVERT,DYDX,OPEN,-1,0.1239,0.0,0.0,0,0.11737740570693686,218254.2,172400.2
2026-06-13T16:35:53.554579+00:00,VWAP_REVERT,1000SATS,CLOSE,TIMEOUT,9.73e-06,9.72e-06,-1,-0.11445015416238627,0.10277492291880684
2026-06-13T16:35:53.556638+00:00,RSI_EXTREME,PIPPIN,CLOSE,TP,0.01834,0.01777,-1,8.843882224645544,3.107960741548515
2026-06-13T16:35:53.652919+00:00,BB_PURE_REVERT,DYDX,CLOSE,TP,0.1218,0.1239,1,4.692413793103425,1.724137931034475
2026-06-13T16:35:54.552536+00:00,CANDLE_MORNING_STAR_LONG,AIN,OPEN,1,0.09804,0.0,0.0,0,-0.6182003791745662,2618.0,11096.0
2026-06-13T16:35:57.053726+00:00,ZSCORE_TIGHT,DYDX,OPEN,-1,0.1239,0.0,0.0,0,0.1285387503057325,221245.0,170846.1
2026-06-13T16:35:57.951984+00:00,VWAP_TIGHT,DYDX,OPEN,-1,0.1239,0.0,0.0,0,-0.09225915609507412,165861.0,199575.9
2026-06-13T16:35:59.152071+00:00,VWAP_TIGHT,AIOT,OPEN,-1,0.07379,0.0,0.0,0,-0.5663771712158809,4893.0,17675.0
2026-06-13T16:35:59.154003+00:00,VWAP_TIGHT,M,CLOSE,TP,2.9388,2.9596,1,0.821657819518167,0.707771879678778
2026-06-13T16:48:15.949691+00:00,CANDLE_MARUBOZU_LONG,LAB,OPEN,1,9.442,0.0,0.0,0,-0.19834710743801653,97.0,145.0
2026-06-13T16:48:16.651876+00:00,CANDLE_MARUBOZU_LONG,BEAT,OPEN,1,7.2522,0.0,0.0,0,0.6521739130434783,95.0,20.0
2026-06-13T16:48:16.653861+00:00,WICKS_LONG_LOWER,COLLECT,CLOSE,TP,0.05184,0.0533,1,5.312716049382727,2.8163580246913638
2026-06-13T16:48:16.851736+00:00,BB_PURE_REVERT,ALICE,CLOSE,TIMEOUT,0.1025,0.1057,-1,-9.84585365853661,-3.1219512195122032
2026-06-13T16:48:17.749411+00:00,MTF_MOMENTUM,AIOT,OPEN,1,0.0749,0.0,0.0,0,-0.23776359063648675,3940.0,6398.0
2026-06-13T16:48:17.850394+00:00,CANDLE_PIERCING_LONG,BLUAI,CLOSE,SL,0.012895,0.011282,1,-19.003086467623106,-12.50872431174874
2026-06-13T16:48:17.852141+00:00,CANDLE_BEAR_ENGULF,XNY,CLOSE,TP,0.005955,0.005801,-1,3.6390931989924553,2.586062132661637
2026-06-13T16:48:18.151040+00:00,ZSCORE_TIGHT,DYDX,CLOSE,TP,0.1239,0.1228,-1,1.0917191283292857,0.8878127522195238
2026-06-13T16:48:18.950889+00:00,ZSCORE_TIGHT,COLLECT,OPEN,-1,0.0533,0.0,0.0,0,0.7244905307121768,23948.0,3826.0
2026-06-13T16:48:19.852419+00:00,ZSCORE_TIGHT,XNY,OPEN,1,0.005801,0.0,0.0,0,-0.6314301024053346,12381.0,54803.0
2026-06-13T16:48:20.054197+00:00,VWAP_TIGHT,DYDX,CLOSE,TP,0.1239,0.1228,-1,1.0917191283292857,0.8878127522195238
2026-06-13T16:48:20.150299+00:00,VWAP_TIGHT,FOLKS,CLOSE,SL,1.821,1.752,1,-5.923690280065895,-3.789126853377263
2026-06-13T16:48:20.152037+00:00,VWAP_WIDE,FOLKS,CLOSE,SL,1.873,1.752,1,-9.930336358782704,-6.460224239188468
2026-06-13T16:48:21.850035+00:00,HEIKIN_ASHI_TREND,COLLECT,OPEN,1,0.0533,0.0,0.0,0,0.7468585095478532,23007.0,3334.0
2026-06-13T16:57:07.350962+00:00,CANDLE_MARUBOZU_LONG,DEXE,CLOSE,SL,17.91,16.98,1,-10.705259631490785,-5.192629815745392
2026-06-13T16:57:07.849703+00:00,WICKS_LONG_LOWER,BAS,CLOSE,TP,0.031962,0.032692,1,4.247924410237165,2.283962205118583
2026-06-13T16:57:13.354168+00:00,ZSCORE_TIGHT,BAS,OPEN,-1,0.032692,0.0,0.0,0,-0.004978426817125788,2998.0,3028.0
2026-06-13T16:57:14.250992+00:00,ZSCORE_TIGHT,COLLECT,CLOSE,TP,0.0533,0.05276,-1,1.2796998123827361,1.0131332082551574
2026-06-13T16:57:14.252849+00:00,ZSCORE_TIGHT,XNY,CLOSE,TP,0.005801,0.005847,1,0.9494500948112405,0.7929667298741603
2026-06-13T16:57:18.051188+00:00,VWAP_TIGHT,FOLKS,OPEN,1,1.75,0.0,0.0,0,-0.2902433958345135,1879.4,3416.5
2026-06-13T16:57:21.549353+00:00,VWAP_WIDE,FOLKS,OPEN,1,1.75,0.0,0.0,0,-0.09076623294990255,2893.0,3470.6
2026-06-13T16:57:21.952840+00:00,STOCHASTIC_EXTREME,TRIA,CLOSE,TP,0.02232,0.02279,1,3.8914695340501937,2.1057347670250968
2026-06-13T16:57:22.048980+00:00,CCI_EXTREME,BEAT,CLOSE,SL,7.6025,7.1515,1,-12.18451825057546,-5.93225912528773
2026-06-13T17:08:08.748500+00:00,VWAP_REVERT,DYDX,CLOSE,TP,0.1239,0.1223,-1,2.2627280064568045,1.2913640032284022
2026-06-13T17:08:09.748244+00:00,VWAP_REVERT,FOLKS,CLOSE,SL,1.821,1.728,1,-10.534168039538713,-5.107084019769356
2026-06-13T17:08:10.647879+00:00,BB_PURE_REVERT,GTC,OPEN,-1,0.07871,0.0,0.0,0,0.22247738790172555,9528.6,6060.400000000001
2026-06-13T17:08:11.947704+00:00,CANDLE_MORNING_STAR_LONG,COLLECT,OPEN,1,0.05283,0.0,0.0,0,-0.15506693855838283,9530.0,13028.0
2026-06-13T17:08:13.347938+00:00,BB_TIGHT,GTC,OPEN,-1,0.07871,0.0,0.0,0,0.23599209389465817,9598.9,5933.400000000001
2026-06-13T17:08:14.248711+00:00,ZSCORE_TIGHT,GTC,OPEN,-1,0.07871,0.0,0.0,0,0.23599209389465817,9598.9,5933.400000000001
2026-06-13T17:08:14.349143+00:00,DONCHIAN_SHORT_WIN,LAB,CLOSE,TP,9.466,9.231,-1,4.645138390027455,2.4825691950137276
2026-06-13T17:08:15.347990+00:00,VWAP_TIGHT,GTC,OPEN,-1,0.07871,0.0,0.0,0,0.23599209389465817,9598.9,5933.400000000001
2026-06-13T17:08:15.850507+00:00,MACD_CROSS,LAB,CLOSE,SL,9.556,9.231,1,-7.122009208873992,-3.401004604436996
2026-06-13T17:08:17.347859+00:00,STOCHASTIC_EXTREME,TRIA,OPEN,-1,0.02302,0.0,0.0,0,-0.10645088692022833,43674.0,54080.0
2026-06-13T17:21:15.650415+00:00,CANDLE_MARUBOZU_LONG,IRYS,CLOSE,TP,0.01754,0.01827,1,8.00383124287345,4.161915621436725
2026-06-13T17:21:18.147235+00:00,VOL_SPIKE_FADE,IRYS,OPEN,-1,0.01827,0.0,0.0,0,0.07029488198277528,249170.0,216440.0
2026-06-13T17:21:19.647437+00:00,VWAP_REVERT,FOLKS,OPEN,1,1.695,0.0,0.0,0,-0.1262039075399009,2540.3,3274.1
2026-06-13T17:21:19.651803+00:00,ATR_BREAKOUT_FOLLOW,TAC,CLOSE,TIMEOUT,0.016346,0.016339,-1,-0.3515282026183765,0.042823932460541184
2026-06-13T17:21:20.651148+00:00,CANDLE_MORNING_STAR_LONG,BANANAS31,OPEN,1,0.007711,0.0,0.0,0,0.7768026234796279,414218.0,52033.0
2026-06-13T17:21:21.546574+00:00,CANDLE_THREE_SOLDIERS,AIOT,CLOSE,TP,0.07411,0.07606,1,3.706835784644463,2.6312238564296417
2026-06-13T17:21:23.947071+00:00,CANDLE_THREE_SOLDIERS,JCT,OPEN,1,0.007028,0.0,0.0,0,-0.2515452872173841,54489.0,91115.0
2026-06-13T17:21:24.348272+00:00,ZSCORE_TIGHT,BAS,CLOSE,TP,0.032692,0.032505,-1,0.6180080753701196,0.5720053835800798
2026-06-13T17:21:25.450482+00:00,ZSCORE_TIGHT,COLLECT,OPEN,-1,0.05299,0.0,0.0,0,-0.6189759036144579,1518.0,6450.0
2026-06-13T17:21:26.651178+00:00,MA_CROSS_FAST,AKE,OPEN,-1,0.000273,0.0,0.0,0,-0.17623072612972568,2516971.0,3593893.0
2026-06-13T17:21:27.450611+00:00,VWAP_TIGHT,AIOT,CLOSE,SL,0.07379,0.07606,-1,-4.854446401951501,-3.0762976013010004
2026-06-13T17:21:27.451891+00:00,VWAP_TIGHT,FOLKS,CLOSE,SL,1.75,1.695,1,-4.954285714285709,-3.1428571428571397
2026-06-13T17:21:28.748349+00:00,MACD_CROSS,BAS,OPEN,-1,0.032505,0.0,0.0,0,-0.5118925412252922,11174.0,34611.0
2026-06-13T17:21:28.847154+00:00,MACD_CROSS,AIOT,CLOSE,SL,0.07381,0.07606,-1,-6.416734859775103,-3.0483674298875516
2026-06-13T17:35:48.951230+00:00,CANDLE_BULL_ENGULF_LONG,DEXE,OPEN,1,17.09,0.0,0.0,0,-0.0017419925243133973,570.19,572.18
2026-06-13T17:35:50.950303+00:00,CANDLE_MARUBOZU_LONG,BEAT,CLOSE,TP,7.2522,7.5999,1,9.268814428725067,4.794407214362534
2026-06-13T17:35:53.945874+00:00,VWAP_REVERT,GTC,OPEN,-1,0.07924,0.0,0.0,0,-0.06821026880847039,9750.9,11178.5
2026-06-13T17:35:53.947907+00:00,VWAP_REVERT,CELO,CLOSE,TIMEOUT,0.06172,0.06161,-1,0.03644847699286785,0.1782242384964339
2026-06-13T17:35:53.949443+00:00,VWAP_REVERT,ALICE,CLOSE,TIMEOUT,0.1055,0.106,-1,-1.2678672985781998,-0.4739336492891
2026-06-13T17:35:54.047441+00:00,VWAP_REVERT,BAS,CLOSE,SL,0.031192,0.032754,-1,-10.335388561169514,-5.007694280584757
2026-06-13T17:35:54.051742+00:00,MTF_MOMENTUM,AIOT,CLOSE,TP,0.0749,0.07814,1,8.331535380507361,4.325767690253681
2026-06-13T17:35:58.047256+00:00,ZSCORE_TIGHT,BAS,OPEN,-1,0.032754,0.0,0.0,0,-0.35378893537889355,4170.0,8736.0
2026-06-13T17:36:00.347017+00:00,ZSCORE_TIGHT,COLLECT,CLOSE,TP,0.05299,0.05272,-1,0.5242951500283055,0.5095301000188703
2026-06-13T17:36:00.747492+00:00,VOL_SPIKE_BIG,AIOT,CLOSE,SL,0.07432,0.07814,-1,-7.949903121636177,-5.139935414424118
2026-06-13T17:36:01.647000+00:00,VWAP_TIGHT,AIOT,OPEN,-1,0.07814,0.0,0.0,0,-0.5573015442969385,1634.0,5748.0
2026-06-13T17:36:02.646976+00:00,VWAP_TIGHT,FOLKS,OPEN,1,1.682,0.0,0.0,0,0.22726480619383108,4929.8,3104.0
2026-06-13T17:36:03.547968+00:00,VWAP_WIDE,GTC,CLOSE,TP,0.07731,0.07924,1,3.5046643383779603,2.4964428922519737
2026-06-13T17:36:03.549578+00:00,VWAP_WIDE,AIOT,CLOSE,SL,0.07381,0.07814,-1,-9.039620647608727,-5.866413765072484
2026-06-13T17:36:05.846577+00:00,MACD_CROSS,LAB,OPEN,1,9.391,0.0,0.0,0,-0.1282051282051282,170.0,220.0
2026-06-13T17:36:05.848955+00:00,STOCHASTIC_EXTREME,BEAT,CLOSE,TP,7.3826,7.5999,1,5.566814943244923,2.943407471622461
2026-06-13T17:36:05.850091+00:00,STOCHASTIC_EXTREME,TRIA,CLOSE,TP,0.02302,0.02251,-1,4.110929626411816,2.2154648132059083
2026-06-13T17:36:06.246242+00:00,WILLIAMS_R,BAS,CLOSE,SL,0.031192,0.032754,-1,-10.335388561169514,-5.007694280584757
2026-06-13T17:36:06.445862+00:00,WILLIAMS_R,BEAT,CLOSE,TP,7.377,7.5999,1,5.723106954046362,3.0215534770231813
2026-06-13T17:36:07.547305+00:00,CCI_EXTREME,BEAT,OPEN,-1,7.5999,0.0,0.0,0,0.6600790513833992,210.0,43.0
2026-06-13T17:36:07.548916+00:00,HEIKIN_ASHI_TREND,AIOT,CLOSE,TP,0.07432,0.07814,1,9.959870828848237,5.139935414424118
2026-06-13T17:50:28.148990+00:00,CANDLE_HAMMER_LONG,TRADOOR,CLOSE,TP,0.3785,0.3907,1,6.126499339498013,3.2232496697490065
2026-06-13T17:50:28.547703+00:00,CANDLE_MARUBOZU_LONG,TRADOOR,CLOSE,TP,0.3775,0.3907,1,6.673377483443703,3.4966887417218513
2026-06-13T17:50:28.647826+00:00,WICKS_SHORT_UPPER,BASED,CLOSE,SL,0.0682,0.07173,-1,-10.671906158357787,-5.1759530791788935
2026-06-13T17:50:28.650079+00:00,VOL_SPIKE_FADE,XNY,CLOSE,TP,0.005875,0.006012,1,4.343829787234041,2.3319148936170206
2026-06-13T17:50:30.450483+00:00,VOL_SPIKE_FADE,TRADOOR,OPEN,1,0.3907,0.0,0.0,0,0.12706208286110063,4475.0,3466.0
2026-06-13T17:50:31.347668+00:00,VOL_SPIKE_FADE,BAS,CLOSE,TP,0.032299,0.032987,1,3.940193814049977,2.1300969070249884
2026-06-13T17:50:33.750339+00:00,VWAP_REVERT,BAS,OPEN,-1,0.032987,0.0,0.0,0,0.4625975217989904,9561.0,3513.0
2026-06-13T17:50:34.347333+00:00,MEAN_REVERT_BB_RSI,B,CLOSE,TP,0.2417,0.2187,-1,46.779644187008685,9.515928837401736
2026-06-13T17:50:36.647269+00:00,CANDLE_THREE_SOLDIERS,BSB,OPEN,1,0.24306,0.0,0.0,0,-0.4301675977653631,153.0,384.0
2026-06-13T17:50:36.648924+00:00,CANDLE_THREE_CROWS_SHORT,MANTRA,CLOSE,TIMEOUT,0.007501,0.007789,-1,-5.999232102386351,-3.839488068257567
2026-06-13T17:50:38.347337+00:00,CANDLE_BEAR_ENGULF,COOKIE,OPEN,-1,0.00945,0.0,0.0,0,0.07291556677810765,828139.0,715578.0
2026-06-13T17:50:39.546103+00:00,RSI_LOOSE,FOLKS,CLOSE,SL,1.827,1.67,1,-17.506644772851672,-8.593322386425836
2026-06-13T17:50:41.347219+00:00,BB_WIDE,BAS,OPEN,-1,0.032987,0.0,0.0,0,-0.13799687554244056,2483.0,3278.0
2026-06-13T17:50:42.350381+00:00,VOL_SPIKE_BIG,B,CLOSE,TP,0.2349,0.2187,-1,10.104827586206891,6.896551724137928
2026-06-13T17:50:42.352252+00:00,VWAP_TIGHT,AIOT,CLOSE,TP,0.07814,0.07614,-1,3.5992628615305895,2.5595085743537265
2026-06-13T17:50:43.949956+00:00,VWAP_WIDE,AIOT,OPEN,-1,0.07614,0.0,0.0,0,0.00951387983839437,7746.0,7600.0
2026-06-13T17:50:44.847257+00:00,MEAN_REVERT_WIDE,B,OPEN,1,0.2187,0.0,0.0,0,0.32666232780127996,24461.0,12415.0
2026-06-13T17:50:45.051421+00:00,STOCHASTIC_EXTREME,BAS,CLOSE,SL,0.031269,0.032987,-1,-11.308518980459908,-5.494259490229954
2026-06-13T17:50:47.447382+00:00,STOCHASTIC_EXTREME,TRIA,OPEN,1,0.02235,0.0,0.0,0,-0.0102707561175128,49001.0,50018.0
2026-06-13T17:50:48.250134+00:00,WILLIAMS_R,BAS,OPEN,-1,0.032987,0.0,0.0,0,0.08315629742033384,3569.0,3021.0
2026-06-13T17:50:48.746375+00:00,CCI_EXTREME,BEAT,CLOSE,TP,7.5999,7.2801,-1,8.095900209213275,4.207950104606637
2026-06-13T17:50:48.749024+00:00,HEIKIN_ASHI_TREND,BAS,CLOSE,TP,0.031913,0.032987,1,6.410799360762107,3.3653996803810537
2026-06-13T17:50:48.750931+00:00,HEIKIN_ASHI_TREND,COLLECT,CLOSE,SL,0.0533,0.05154,1,-6.924127579737327,-3.302063789868664
2026-06-13T17:50:49.550210+00:00,OBV_DIVERGENCE,US,OPEN,1,0.012104,0.0,0.0,0,0.42034215677930037,41719.0,17026.0
2026-06-13T18:06:18.848966+00:00,CANDLE_HAMMER_LONG,TA,OPEN,1,0.07328,0.0,0.0,0,-0.1030174987369678,9765.0,12008.0
2026-06-13T18:06:19.749759+00:00,CANDLE_MARUBOZU_LONG,DEXE,OPEN,1,17.01,0.0,0.0,0,0.3414628964755369,631.4399999999999,309.98
2026-06-13T18:06:20.752351+00:00,CANDLE_MARUBOZU_LONG,IRYS,OPEN,1,0.01812,0.0,0.0,0,-0.013672016441380138,197489.0,202964.0
2026-06-13T18:06:21.350154+00:00,WICKS_LONG_LOWER,TRADOOR,CLOSE,TP,0.3842,0.3945,1,5.041790733992729,2.6808953669963644
2026-06-13T18:06:22.448931+00:00,WICKS_LONG_LOWER,COLLECT,OPEN,1,0.05237,0.0,0.0,0,-0.3379585946605983,5964.0,12053.0
2026-06-13T18:06:23.153567+00:00,VOL_SPIKE_FADE,AIN,OPEN,-1,0.10026,0.0,0.0,0,0.3501021851910077,4294.0,2067.0
2026-06-13T18:06:24.049262+00:00,VWAP_REVERT,UB,CLOSE,TP,0.132,0.12969,-1,3.180000000000009,1.7500000000000047
2026-06-13T18:06:26.248801+00:00,MTF_MOMENTUM,AIOT,OPEN,1,0.07724,0.0,0.0,0,0.018578748050790822,11431.0,11014.0
2026-06-13T18:06:28.651487+00:00,CANDLE_THREE_SOLDIERS,PLAY,OPEN,1,0.03374,0.0,0.0,0,0.559033130690247,187593.0,53060.0
2026-06-13T18:06:30.347616+00:00,CANDLE_THREE_SOLDIERS,AIOT,OPEN,1,0.07724,0.0,0.0,0,0.44725842144086553,8829.0,3372.0
2026-06-13T18:06:30.749016+00:00,CANDLE_THREE_SOLDIERS,JCT,CLOSE,SL,0.007028,0.006423,1,-13.15263517359136,-8.608423449060906
2026-06-13T18:06:30.750709+00:00,CANDLE_THREE_SOLDIERS,BAS,CLOSE,TP,0.032393,0.033357,1,4.223927391720432,2.975951594480288
2026-06-13T18:06:30.752181+00:00,CANDLE_BEAR_ENGULF,BARD,CLOSE,TP,0.1658,0.1624,-1,2.8359951749095424,2.050663449939695
2026-06-13T18:06:31.251327+00:00,RSI_LOOSE,BAS,CLOSE,SL,0.030851,0.033357,-1,-16.565826715503537,-8.122913357751768
2026-06-13T18:06:32.351825+00:00,RSI_LOOSE,FOLKS,OPEN,1,1.644,0.0,0.0,0,-0.08392494929006086,2529.1,2992.5
2026-06-13T18:06:33.851067+00:00,DONCHIAN_SHORT_WIN,BULLA,OPEN,1,0.004713,0.0,0.0,0,0.6401438550081437,225063.0,49380.0
2026-06-13T18:06:34.949345+00:00,VWAP_TIGHT,DYDX,OPEN,1,0.1216,0.0,0.0,0,-0.206830414321333,166678.6,253606.30000000002
2026-06-13T18:06:35.749009+00:00,VWAP_TIGHT,AIOT,OPEN,-1,0.07724,0.0,0.0,0,0.12427366447985004,2999.0,2336.0
2026-06-13T18:06:35.849282+00:00,VWAP_WIDE,FOLKS,CLOSE,SL,1.75,1.644,1,-9.325714285714295,-6.057142857142862
2026-06-13T18:06:35.851183+00:00,VWAP_WIDE,AIN,CLOSE,TP,0.09795,0.10026,1,3.2975191424196124,2.358346094946408
2026-06-13T18:06:37.451531+00:00,MACD_CROSS,AIOT,OPEN,1,0.07724,0.0,0.0,0,-0.193863717445594,5649.0,8366.0
2026-06-13T18:06:39.349403+00:00,STOCHASTIC_EXTREME,BAS,OPEN,-1,0.033357,0.0,0.0,0,-0.12179054054054055,5199.0,6641.0
2026-06-13T18:06:39.351426+00:00,CCI_EXTREME,BAS,CLOSE,SL,0.031556,0.033357,-1,-11.734627962986417,-5.707313981493209
2026-06-13T18:06:40.649199+00:00,HEIKIN_ASHI_TREND,BAS,OPEN,1,0.033357,0.0,0.0,0,0.1273887402919661,17492.0,13539.0
2026-06-13T18:17:45.350242+00:00,CANDLE_MARUBOZU_LONG,DODOX,CLOSE,TIMEOUT,0.015453,0.015096,1,-4.940462046204617,-2.3102310231023084
2026-06-13T18:17:47.553206+00:00,ATR_BREAKOUT_FOLLOW,TAC,OPEN,1,0.016372,0.0,0.0,0,-0.346930708723665,8261.0,17038.0
2026-06-13T18:17:50.949656+00:00,CANDLE_BEAR_ENGULF,XNY,OPEN,-1,0.006028,0.0,0.0,0,0.4911486622409978,14825.0,5059.0
2026-06-13T18:17:56.252491+00:00,RSI_LOOSE,BAS,OPEN,-1,0.033542,0.0,0.0,0,0.2929907252546754,8504.0,4650.0
2026-06-13T18:17:56.850378+00:00,BB_WIDE,GTC,CLOSE,TP,0.07773,0.0793,1,3.7196243406664142,2.019812170333207
2026-06-13T18:17:56.854280+00:00,VWAP_TIGHT,AIOT,CLOSE,TP,0.07724,0.0753,-1,3.527477990678399,2.5116519937855997
2026-06-13T18:18:01.050875+00:00,VWAP_TIGHT,M,OPEN,-1,2.9712,0.0,0.0,0,0.9187442289935365,1039.0,44.0
2026-06-13T18:18:02.754166+00:00,VWAP_WIDE,BAS,CLOSE,SL,0.031913,0.033542,-1,-7.8967543007552035,-5.104502867170136
2026-06-13T18:18:08.652487+00:00,VWAP_WIDE,FOLKS,OPEN,1,1.632,0.0,0.0,0,0.026342729143227783,5063.0,4803.1
2026-06-13T18:18:12.152161+00:00,VWAP_WIDE,AIN,OPEN,1,0.10041,0.0,0.0,0,0.62006600660066,6136.0,1439.0
2026-06-13T18:18:12.253162+00:00,MACD_CROSS,BAS,CLOSE,SL,0.032505,0.033542,-1,-6.70055683740965,-3.1902784187048248
2026-06-13T18:18:12.949156+00:00,STOCHASTIC_EXTREME,BEAT,OPEN,1,7.0958,0.0,0.0,0,-0.10344827586206896,13.0,16.0
