timestamp,pair,direction,n_entries,entry_spread,exit_spread,entry_z,exit_z,pnl_pct,fee_usd,net_pnl_usd,outcome,hold_h,reason,balance_after,beta_stored,kelly_weight,mfe_pct,half_life_h
2026-07-18 15:36,VIRTUAL/WLD,SHORT,16,0.075039,0.110825,2.339,0.541,-3.5785,1.1365,-26.5544,LOSS,73.1,TIMEOUT,4012.0,0.618404,1.5,1.083,24.440610561637286
2026-07-18 15:46,HEMI/MAGIC,SHORT,5,0.028692,0.019002,2.497,1.486,0.969,0.6767,3.4216,WIN,1.6,profit_lock,4015.27,1.715082,1.0,1.581,4.082860402332948
2026-07-18 16:06,PROMPT/RECALL,LONG,2,-0.150109,-0.149438,-2.969,-2.741,0.0671,0.4524,-0.2627,LOSS,1.1,profit_lock,4014.68,1.164694,0.7,1.642,434.5174095690439
2026-07-18 16:11,HEMI/MAV,SHORT,6,0.037793,0.032419,2.681,2.32,0.5373,0.6767,1.5959,WIN,2.0,swap,4016.14,1.156836,1.0,1.036,4.557186418089039
2026-07-18 16:26,DYM/ELSA,LONG,6,-2.407025,-2.374719,-1.583,-0.67,3.2306,0.6971,13.3773,WIN,44.0,profit_lock,4029.37,0.623607,1.0,3.477,31.33627637018326
2026-07-18 16:51,MUBARAK/RECALL,LONG,5,-2.104114,-2.097029,-2.877,-2.776,0.7085,0.6453,2.2122,WIN,2.0,profit_lock,4031.02,0.722107,1.0,1.547,38.013443663030024
2026-07-18 16:51,ACE/BIGTIME,SHORT,4,0.051265,0.034132,2.548,1.141,1.7133,0.6426,6.2384,WIN,0.7,profit_lock,4037.26,0.534706,1.0,2.195,6.3642791247869175
2026-07-18 17:06,ETHFI/SUSHI,SHORT,5,-0.212685,-0.212756,2.562,2.436,0.0071,0.3329,-0.3181,LOSS,2.8,swap,4036.45,0.311644,0.5,0.175,11.230821640399638
2026-07-18 18:01,AXL/BIO,SHORT,7,0.032297,0.024108,1.871,1.559,0.819,0.6424,2.6459,WIN,2.3,swap,4038.17,0.880037,1.0,0.819,18.761439042649652
2026-07-18 18:26,PNUT/POPCAT,SHORT,6,0.014263,0.013686,2.284,1.577,0.0577,0.3877,-0.248,LOSS,3.0,swap,4037.35,1.014175,0.6,0.656,19.399998653472768
2026-07-18 18:36,PENGU/SUSHI,SHORT,6,-2.693797,-2.712531,2.597,1.642,1.8733,0.9629,10.3109,WIN,3.0,profit_lock,4047.52,1.306478,1.5,2.115,39.196319474214604
2026-07-18 18:41,MUBARAK/RECALL,LONG,6,-2.175258,-2.156403,-2.776,-2.605,1.8855,0.646,6.9663,WIN,1.8,profit_lock,4054.28,0.703755,1.0,2.487,40.95987068415705
2026-07-18 19:06,HEMI/MAV,SHORT,8,0.0415,0.039014,2.329,2.517,0.2486,0.6447,0.3572,WIN,2.7,swap,4054.27,1.156721,1.0,0.869,4.7543566488570015
2026-07-18 19:11,JUP/PENGU,LONG,10,3.753707,3.760325,-2.785,-2.092,0.6618,0.9687,3.038,WIN,2.1,swap,4057.18,1.061793,1.5,0.991,39.56835382157586
2026-07-18 20:06,ETHFI/SUSHI,SHORT,7,0.060779,0.058503,2.447,2.173,0.2276,0.3231,0.1365,WIN,2.1,profit_lock,4056.93,0.464642,0.5,1.728,12.456164876352823
2026-07-18 20:11,POPCAT/PUMP,LONG,7,-1.544196,-1.473917,-1.774,-1.475,7.0279,1.0158,43.6038,WIN,8.0,profit_lock,4100.48,0.262163,1.5,7.2,102.6008464079638
2026-07-18 20:16,GUA/JST,SHORT,6,0.069562,0.057544,2.488,1.921,1.2019,0.6476,4.2169,WIN,1.7,profit_lock,4104.56,1.267041,1.0,1.618,45.387195600249434
2026-07-18 21:06,SOL/SPX,LONG,9,2.357743,2.363417,-2.207,-1.819,0.5674,0.3231,0.8228,WIN,6.1,profit_lock,4104.95,-1.820087,0.5,1.699,28.14207940776608
2026-07-18 21:31,ACU/BB,SHORT,8,0.017881,0.015371,1.816,1.509,0.251,0.646,0.3675,WIN,4.7,swap,4105.12,0.647667,1.0,0.338,13.018662593143858
